اسم السوبر ماركت,فترة سريان العرض,الفرع / الموقع,تاريخ تعديل ملف الفلاير,الفئة,اسم العلامة التجارية,اسم المنتج (الأساسي),الاسم بالعربية,العبارة الترويجية,الوحدة,السعر الأصلي,السعر الحالي,الخصم %,العملة,قيود العرض,اسم ملف الفلاير,اسم المجلد الفرعي,السعر المحسوب,__source_file__,solution_key,الفئة_الأصلية,الفئة_الجديدة,source_file,Unnamed: 23,,#CALC!,#N/A
عرفة,2024-12-18 to 2024-12-24,,12/18/2025 19:23,أطعمة -الألبان ومنتجاتها,crystal,crystal vegetable ghee yellow/white,سمن كريستال نباتي اصفر/ابيض,"بطعم وريحة الزبدة الصفراء, 100% غير مهدرج offer عرفة offer عرفة offer عرفة offer عرفة offer عرفة",1.5 كجم,,142.5,0,جنيه,,20251218_F1_flyer_8629_page_17.jpg,,,merged_cleansed_output.xlsx,8629,Dairy & Fats,أطعمة -الألبان ومنتجاتها,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,غسيل (مسحوق ),velveta,velveta automatic laundry gel,فلفيتا جل لغسالات الاوتوماتيك 3كجم 1ق,offer عرفة الفئة غسيل (مسحوق ) offer عرفة offer عرفة,3 كجم,,145,0,جنيه,,SIM98_F1_flyer_8707_page_63.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2026-01-01 to 2026-01-31,,12/25/2025 21:57,أطعمة مجمدة,mitco,jumbo burger,برجر جامبو,offer عرفة الفئة أطعمة مجمدة offer عرفة offer عرفة,600 جم,,145,0,جنيه,,20251225_F1_flyer_8707_page_26.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,أطعمة -فراخ وطيور,أطياب,chicken burger,برجر دجاج 6 قطع,(عادي/حار) offer عرفة الفئة أطعمة -فراخ الفئة أطعمة -فراخ وطيور offer عرفة offer عرفة,piece,,145,0,جنيه,,20251225_F1_flyer_8707_page_25.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,أطعمة -فراخ وطيور,أطياب,chicken strips,ستربس دجاج 400 جرام,(عادي/حار) offer عرفة الفئة أطعمة -فراخ الفئة أطعمة -فراخ وطيور offer عرفة offer عرفة,g,,145,0,جنيه,,20251225_F1_flyer_8707_page_25.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2019-12-25 to 2020-01-08,All branches,12/25/2025 21:57,مطبخ (أدوات طهي),novale,novale tagine 25,طاجن نوفال 25,خصم 50% على أصناف نوفال بواقي تصدير offer عرفة الفئة مطبخ (أدوات طهي) offer عرفة offer عرفة,,290,145,50,جنيه,,20251225_F1_flyer_8707_page_68.jpg,,145,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-12-25 to 2025-01-08,,12/25/2025 21:57,العناية بالشعر,tresemmé,tresemmé conditioner with keratin,بلسم تريسمي للشعر بالكيراتين 600 ملل,بالكيراتين offer عرفة الفئة العناية بالشعر offer عرفة offer عرفة,ملل,,145.5,0,جنيه,,20251225_F1_flyer_8707_page_58.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-01-18 to 2024-12-24,,12/18/2025 19:23,العناية بالشعر,tresemmé,tresemmé hair conditioner with keratin,بلسم تريسمي للشعر بالكيراتين 600 ملل خصم 20 %,الفئة العناية بالشعر والحلاقة الفئة العناية بالشعر offer عرفة offer عرفة offer عرفة offer عرفة offer عرفة,ملل,181.88,145.5,20,جنيه,,20251218_F1_flyer_8629_page_23.jpg,,145.504,merged_cleansed_output.xlsx,8629,Hair Care,العناية بالشعر,merged_cleansed_output.xlsx,,,,
عرفة,2024-12-25 to 2025-01-08,,12/25/2025 21:57,العناية بالشعر,tresemmé,tresemmé shampoo,شامبو تريزيمي 600 ملل خصم 20%,خصم 20% offer عرفة الفئة العناية بالشعر offer عرفة offer عرفة,ملل,183.44,146.75,20,جنيه,,20251225_F1_flyer_8707_page_58.jpg,,146.752,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-01-18 to 2024-12-24,,12/18/2025 19:23,العناية بالشعر,tresemmé,tresemmé hair shampoo,شامبو تريزيمي الشعر 600 ملل خصم 20 %,الفئة العناية بالشعر والحلاقة الفئة العناية بالشعر offer عرفة offer عرفة offer عرفة offer عرفة offer عرفة,ملل,183.44,146.75,20,جنيه,,20251218_F1_flyer_8629_page_23.jpg,,146.752,merged_cleansed_output.xlsx,8629,Hair Care,العناية بالشعر,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,أطعمة -زيوت ودهون,هنادي,hanadi mixed oil,زيت هنادي خليط 2.100 لتر,offer عرفة الفئة أطعمة -زيوت ودهون offer عرفة offer عرفة,لتر,,146.95,0,جنيه,,20251225_F1_flyer_8707_page_50.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,أطعمة -فواكه وخضروات,جنة,jannah vegetable ghee,سمن روابي / جنة نباتي 1.5 كجم,offer عرفة الفئة أطعمة -فواكه وخضروات offer عرفة offer عرفة,كجم,,146.95,0,جنيه,,20251225_F1_flyer_8707_page_50.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,أطعمة -فواكه وخضروات,روابي,rawabi vegetable ghee,سمن روابي / جنة نباتي 1.5 كجم,طعم فلاحي... وأصلي offer عرفة الفئة أطعمة -فواكه وخضروات offer عرفة offer عرفة,كجم,,146.95,0,جنيه,,20251225_F1_flyer_8707_page_50.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,أطعمة -زيوت ودهون,حلوة,helwa mixed oil,زيت حلوة خليط 2.25 لتر,offer عرفة الفئة أطعمة -زيوت ودهون offer عرفة offer عرفة,لتر,,146.95,0,جنيه,,20251225_F1_flyer_8707_page_50.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,XXXX-01-18 to XXXX-12-24,,12/18/2025 19:23,أطعمة -زيوت ودهون,حلوة,helwa mixed oil,زيت حلوة خليط 2.25 لتر,الفئة أطعمة -زيوت ودهون offer عرفة offer عرفة offer عرفة offer عرفة offer عرفة,2.25 لتر,,146.95,0,جنيه,,20251218_F1_flyer_8629_page_16.jpg,,,merged_cleansed_output.xlsx,8629,زيوت طعام,أطعمة -زيوت,merged_cleansed_output.xlsx,,,,
عرفة,2024-01-25 to 2025-01-08,,12/25/2025 21:57,أطعمة -الألبان ومنتجاتها,,baramili baladi plain cheese,جبنة براميلي بلدي سادة وزن,offer عرفة الفئة أطعمة -الألبان ومنتجاتها offer عرفة offer عرفة,,,147,0,جنيه,,20251225_F1_flyer_8707_page_10.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,أطعمة -حبوب وبقوليات,الضحى,basmati jasmine rice,ارز الضحى بسمتى ياسمين,offer عرفة الفئة أطعمة -حبوب وبقوليات offer عرفة offer عرفة,1 كجم,,147.95,0,جنيه,,20251225_F1_flyer_8707_page_47.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,أطعمة -طحينة\حلاوة\عسل\شكولاتة سبريد,الرشيدي الميزان,el rashidi el mizan tahini,طحينة الرشيدي الميزان 700 جم,offer عرفة الفئة أطعمة -طحينة\حلاوة\عسل\شكولاتة سبريد offer عرفة offer عرفة,جم,,149.95,0,جنيه,,20251225_F1_flyer_8707_page_42.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/15/2025 13:26,أطعمة -لحوم طازجة,mitco,jumbo burger,برجر جامبو,offer عرفة الفئة أطعمة مجمدة offer عرفة offer عرفة,600 جم,181.95,149.95,17,جنيه,,page_17.jpg,flyer_8564,149.199,merged_cleansed_output.xlsx,8564,Meat/Frozen Food,أطعمة -لحوم طازجة,merged_cleansed_output.xlsx,,,,
عرفة,2024-01-25 to 2025-01-08,,12/25/2025 21:57,أطعمة -مخبوزات وحلويات,arafa,arafa baghasha with cream,بغاشة عرفة بالكريمة 5 قطعة,offer عرفة الفئة أطعمة -مخبوزات وحلويات offer عرفة offer عرفة,5 قطعة,,15,0,جنيه,,20251225_F1_flyer_8707_page_6.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,مناديل ورقية,white magic,magic pocket tissues,مناديل جيب ماجيك - 10 مناديل,offer عرفة الفئة مناديل ورقية offer عرفة offer عرفة,عبوة,,15.5,0,جنيه,,20251225_F1_flyer_8707_page_64.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,العناية الشخصية,ava,ava scented bar soap,آفا صابون روائح 150 جرام,offer عرفة الفئة العناية الشخصية offer عرفة offer عرفة,150 جرام,,15.5,0,جنيه,,20251225_F1_flyer_8707_page_61.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2019-12-25 to 2020-01-08,,12/25/2025 21:57,منظفات منزلية,bower,bower floor disinfectant 1 liter,مطهر باور ارضيات 1 لتر,offer عرفة offer عرفة offer عرفة,لتر,,15.5,0,جنيه,,20251225_F1_flyer_8707_page_54.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-05-25 to 2025-01-08,,12/25/2025 21:57,مستلزمات المخبوزات,dreem,cake chef dream mix,كيك شيف دريم 15 جم ظرف 3 قطعه,جديدة ولأول مرة offer عرفة الفئة مستلزمات المخبوزات offer عرفة offer عرفة,ظرف 15 جم (3 قطع),,15.95,0,جنيه,,20251225_F1_flyer_8707_page_35.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/26/2025 15:48,أطعمة مجمدة,اللحيمي,beef burger (20 pieces),برجر اللحيمي بقري 20 قطعة 1 كجم,offer عرفة الفئة أطعمة مجمدة offer عرفة,1 كجم,,150,0,جنيه,,SIM92_F2_flyer_8707_page_29.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,أطعمة مجمدة,شيكيتيتا,beef burger family pack,برجر شيكيتيتا بقري عائلي 1 كجم,offer عرفة الفئة أطعمة مجمدة offer عرفة offer عرفة,1 كجم,,150,0,جنيه,,20251225_F1_flyer_8707_page_24.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,أطعمة -حبوب وبقوليات,tolido,golden basmati rice,أرز بسمتي ذهبي,offer عرفة الفئة أطعمة -حبوب وبقوليات offer عرفة offer عرفة,2 كجم,,150.95,0,جنيه,,20251225_F1_flyer_8707_page_49.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-12-05 to 2025-01-08,,12/25/2025 21:57,أطعمة -حبوب وبقوليات,صحة,egyptian rice,ارز مصري فاخر,ارز حبة حبة 5 كجم شيكارة offer عرفة الفئة أطعمة -حبوب وبقوليات offer عرفة offer عرفة,5 كجم شيكارة,,153.95,0,جنيه,,20251225_F1_flyer_8707_page_31.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-01-18 to 2024-12-24,,12/18/2025 19:23,أطعمة -زيوت ودهون,حبة حبة,habba habba egyptian rice,ارز حبة حبة,الفئة أطعمة -زيوت ودهون offer عرفة offer عرفة offer عرفة offer عرفة offer عرفة,كجم,,153.95,0,جنيه,,20251218_F1_flyer_8629_page_14.jpg,,,merged_cleansed_output.xlsx,8629,Grocery,أطعمة -زيوت,merged_cleansed_output.xlsx,,,,
عرفة,2020-01-08 to 2020-02-25,,12/25/2025 21:57,مطبخ (أدوات طهي),noval,noval frying pan,مقلاية نوفال كروى 22,خصم 50% على أضاف نوفال بواقي تصدير offer عرفة الفئة مطبخ (أدوات طهي) offer عرفة offer عرفة,,310,155,50,جنيه,,20251225_F1_flyer_8707_page_70.jpg,,155,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2019-12-25 to 2020-01-08,,12/25/2025 21:57,أطعمة -زيوت ودهون,no cal,no cal diet sugar powder 250g + 250g,سكر دايت نوكال بودر 250 جم + 250 جم,offer عرفة الفئة أطعمة -زيوت ودهون offer عرفة offer عرفة,جم,,155.5,0,جنيه,,20251225_F1_flyer_8707_page_38.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-02-25 to 2025-01-08,,12/25/2025 21:57,أطعمة -طحينة\حلاوة\عسل\شكولاتة سبريد,sama crema,chocolate spread sama crema,كريمة شيكولاتة سما 1 كجم,offer عرفة الفئة أطعمة -طحينة\حلاوة\عسل\شكولاتة سبريد offer عرفة offer عرفة,كجم,,155.5,0,جنيه,,20251225_F1_flyer_8707_page_41.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,أطعمة -فراخ وطيور,شيكيتيتا,fried chicken meal,وجبة دجاج شيكيتيتا مقلي 12 قطعة,offer عرفة الفئة أطعمة -فراخ الفئة أطعمة -فراخ وطيور offer عرفة offer عرفة,12 قطعة,,157,0,جنيه,,20251225_F1_flyer_8707_page_24.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-12-18 to 2024-12-24,,12/18/2025 19:23,أطعمة- شيكولاتة وحلويات,sama,sama crema chocolate spread,كريمة شيكولاتة سما,Quality offer عرفة offer عرفة offer عرفة offer عرفة offer عرفة,,,157.5,0,جنيه,,20251218_F1_flyer_8629_page_19.jpg,,,merged_cleansed_output.xlsx,8629,Chocolate Spreads,أطعمة- شيكولاتة وحلويات,merged_cleansed_output.xlsx,,,,
عرفة,2025-12-25 to 2026-01-08,,12/25/2025 21:57,أطعمة -الألبان ومنتجاتها,juhayna,juhayna zabado,زبادو جهينة أطعم 220 مل,offer عرفة الفئة أطعمة -الألبان ومنتجاتها offer عرفة offer عرفة,220 مل,,16,0,جنيه,,20251225_F1_flyer_8707_page_14.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-01-25 to 2025-01-08,,12/25/2025 21:57,أطعمة -مخبوزات وحلويات,arafa,rehan plain bread,خبز ريحان سادة 6 قطعة,offer عرفة الفئة أطعمة -مخبوزات وحلويات offer عرفة offer عرفة,6 قطعة,,16,0,جنيه,,20251225_F1_flyer_8707_page_6.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-01-25 to 2025-01-08,,12/25/2025 21:57,أطعمة -مخبوزات وحلويات,arafa,rehan bread with sesame,خبز ريحان بالسمسم 6 قطعة,offer عرفة الفئة أطعمة -مخبوزات وحلويات offer عرفة offer عرفة,6 قطعة,,16.5,0,جنيه,,20251225_F1_flyer_8707_page_6.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-12-25 to 2025-01-08,,12/25/2025 21:57,أطعمة -حلويات وبسكويت,blazo gold,"blazo gold hazelnut biscuit filled with chocolate and caramel, 1 piece",بسكويت بليزو جولد بالبندق محشوشيكولاتة وكراميل 1 قطعة,offer عرفة الفئة أطعمة -حلويات وبسكويت offer عرفة offer عرفة,قطعة,,16.5,0,جنيه,,20251225_F1_flyer_8707_page_43.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/17/2025 16:39,أطعمة -فواكه وخضروات,,clementine tangerine,يوسفى كلمنتينا طازج,طازج offer عرفة offer عرفة offer عرفة offer عرفة offer عرفة,,,16.5,0,جنيه,,20251217_F1_flyer_8593_page_7.jpg,,,merged_cleansed_output.xlsx,8593,Fruits,أطعمة -فواكه وخضروات,merged_cleansed_output.xlsx,,,,
عرفة,2025-12-25 to 2026-01-08,,12/25/2025 21:57,أطعمة -الألبان ومنتجاتها,juhayna,juhayna turkish labneh,لبنة جهينة تركية 500 جم علبة,Turkish Labneh offer عرفة الفئة أطعمة -الألبان ومنتجاتها offer عرفة offer عرفة,500 جم,,160,0,جنيه,,20251225_F1_flyer_8707_page_14.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2025-12-25 to 2026-01-08,,12/25/2025 21:57,العناية الشخصية,bobana,body splash,معطر للجسم بوبانا,offer عرفة الفئة العناية الشخصية offer عرفة offer عرفة,250 ملل,,160,0,جنيه,,20251225_F1_flyer_8707_page_60.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-01-25 to 2025-01-08,,12/25/2025 21:57,غسيل الأطباق,oxi,oxi automatic washing powder,مسحوق اوكسي اتوماتيك 2.5 كجم,offer عرفة الفئة غسيل الأطباق offer عرفة offer عرفة,كجم,,163,0,جنيه,,20251225_F1_flyer_8707_page_53.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,,,12/25/2025 21:57,أطعمة مجمدة,ميتلاند,meatland beef burger family pack,برجر ميتلاند لحم عائلي 25 قطعة 1 كجم,offer عرفة الفئة أطعمة مجمدة offer عرفة offer عرفة,1 كجم,,164,0,جنيه,,20251225_F1_flyer_8707_page_24.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-05-02 to 2025-01-08,,12/25/2025 21:57,أطعمة -زيوت ودهون,,green sliced plain olives,زيتون اخضر شرائح سادة وزن,offer عرفة الفئة أطعمة -زيوت ودهون offer عرفة offer عرفة,,,165,0,جنيه,,20251225_F1_flyer_8707_page_13.jpg,,,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
عرفة,2024-12-18 to 2024-12-24,,12/18/2025 19:23,أطعمة -لحوم طازجة,meatland,meatland corned beef luncheon,لانشون ميتلاند بلوبيف مربع وزن,offer عرفة offer عرفة offer عرفة offer عرفة offer عرفة,كجم,,165,0,جنيه,,20251218_F1_flyer_8629_page_8.jpg,,,merged_cleansed_output.xlsx,8629,لحوم مصنعة,أطعمة -لحوم طازجة,merged_cleansed_output.xlsx,,,,
عرفة,2019-07-25 to 2020-01-08,,12/25/2025 21:57,مطبخ (أدوات طهي),noufal,tray noufal oven top 22,صينية نوفال فرن توب 22,خصم 50% على أصناف نوفال بواقي تصدير offer عرفة الفئة مطبخ (أدوات طهي) offer عرفة offer عرفة,,330,165,50,جنيه,,20251225_F1_flyer_8707_page_69.jpg,,165,merged_cleansed_output.xlsx,8707,,,merged_cleansed_output.xlsx,,,,
